Listing_ID,Price,Bedrooms,Bathrooms,City,Neighborhood,Property_Type,Square_Feet,Year_Built,Has_Backyard,Description
ATX-10080,501250,5,3.5,Round Rock,Zilker,Townhouse,1517,1992,True,"Modern condo in Zilker, Round Rock. The home offers updated finishes and convenient city access, 5 bedrooms, and 3.5 bathrooms. It features a wooden deck overlooking the yard, with approximately 1517 sq ft of living space. Built in 1992, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10081,475000,2,1.5,Cedar Park,Mueller,Condo,1690,1999,True,"Charming bungalow in Mueller, Cedar Park. The home offers tree-lined street with an inviting front porch, 2 bedrooms, and 1.5 bathrooms. It features a private fenced backyard, with approximately 1690 sq ft of living space. Built in 1999, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10082,486000,3,2.0,Pflugerville,North Loop,Single Family,1863,2006,True,"Modern family home in North Loop, Pflugerville. The home offers open-concept living area and practical floor plan, 3 bedrooms, and 2 bathrooms. It features a large landscaped backyard, with approximately 1863 sq ft of living space. Built in 2006, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10083,422000,4,2.5,Georgetown,Hyde Park,Townhouse,2036,2013,False,"Updated ranch home in Hyde Park, Georgetown. The home offers single-level layout with comfortable living spaces, 4 bedrooms, and 2.5 bathrooms. It features a covered patio for outdoor dining, with approximately 2036 sq ft of living space. Built in 2013, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10084,291250,3,3.0,Leander,Bouldin,Condo,2209,2020,False,"Contemporary townhouse in Bouldin, Leander. The home offers clean lines, open living areas, and low-maintenance design, 3 bedrooms, and 3 bathrooms. It features a attached two-car garage, with approximately 2209 sq ft of living space. Built in 2020, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10085,525000,5,3.5,Austin,Clarksville,Single Family,2382,1988,False,"Bright corner condo in Clarksville, Austin. The home offers large windows and an efficient open layout, 5 bedrooms, and 3.5 bathrooms. It features a private swimming pool, with approximately 2382 sq ft of living space. Built in 1988, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10086,393750,2,1.5,Round Rock,Westlake,Townhouse,2555,1995,False,"Renovated cottage in Westlake, Round Rock. The home offers warm interiors and a private outdoor space, 2 bedrooms, and 1.5 bathrooms. It features a dedicated home office, with approximately 2555 sq ft of living space. Built in 1995, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10087,342500,3,2.0,Cedar Park,Cedar Park Center,Condo,2728,2002,True,"Spacious suburban home in Cedar Park Center, Cedar Park. The home offers generous living areas and a flexible floor plan, 3 bedrooms, and 2 bathrooms. It features a low-maintenance garden, with approximately 2728 sq ft of living space. Built in 2002, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10088,511250,4,2.5,Pflugerville,Round Rock West,Single Family,2901,2009,True,"Modern condo in Round Rock West, Pflugerville. The home offers updated finishes and convenient city access, 4 bedrooms, and 2.5 bathrooms. It features a wooden deck overlooking the yard, with approximately 2901 sq ft of living space. Built in 2009, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10089,410000,3,3.0,Georgetown,Teravista,Townhouse,3074,2016,True,"Charming bungalow in Teravista, Georgetown. The home offers tree-lined street with an inviting front porch, 3 bedrooms, and 3 bathrooms. It features a private fenced backyard, with approximately 3074 sq ft of living space. Built in 2016, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10090,373750,5,3.5,Leander,Brushy Creek,Condo,3247,2023,True,"Modern family home in Brushy Creek, Leander. The home offers open-concept living area and practical floor plan, 5 bedrooms, and 3.5 bathrooms. It features a large landscaped backyard, with approximately 3247 sq ft of living space. Built in 2023, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10091,435000,2,1.5,Austin,Falcon Pointe,Single Family,1220,1991,False,"Updated ranch home in Falcon Pointe, Austin. The home offers single-level layout with comfortable living spaces, 2 bedrooms, and 1.5 bathrooms. It features a covered patio for outdoor dining, with approximately 1220 sq ft of living space. Built in 1991, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10092,446000,3,2.0,Round Rock,Old Town,Townhouse,1393,1998,False,"Contemporary townhouse in Old Town, Round Rock. The home offers clean lines, open living areas, and low-maintenance design, 3 bedrooms, and 2 bathrooms. It features a attached two-car garage, with approximately 1393 sq ft of living space. Built in 1998, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10093,457000,4,2.5,Cedar Park,Sunset Valley,Condo,1566,2005,False,"Bright corner condo in Sunset Valley, Cedar Park. The home offers large windows and an efficient open layout, 4 bedrooms, and 2.5 bathrooms. It features a private swimming pool, with approximately 1566 sq ft of living space. Built in 2005, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10094,593750,3,3.0,Pflugerville,Lakeway,Single Family,1739,2012,False,"Renovated cottage in Lakeway, Pflugerville. The home offers warm interiors and a private outdoor space, 3 bedrooms, and 3 bathrooms. It features a dedicated home office, with approximately 1739 sq ft of living space. Built in 2012, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10095,492500,5,3.5,Georgetown,Leander North,Townhouse,1912,2019,True,"Spacious suburban home in Leander North, Georgetown. The home offers generous living areas and a flexible floor plan, 5 bedrooms, and 3.5 bathrooms. It features a low-maintenance garden, with approximately 1912 sq ft of living space. Built in 2019, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10096,456250,2,1.5,Leander,Downtown,Condo,2085,1987,True,"Modern condo in Downtown, Leander. The home offers updated finishes and convenient city access, 2 bedrooms, and 1.5 bathrooms. It features a wooden deck overlooking the yard, with approximately 2085 sq ft of living space. Built in 1987, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10097,690000,3,2.0,Austin,East Austin,Single Family,2258,1994,True,"Charming bungalow in East Austin, Austin. The home offers tree-lined street with an inviting front porch, 3 bedrooms, and 2 bathrooms. It features a private fenced backyard, with approximately 2258 sq ft of living space. Built in 1994, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10098,368750,4,2.5,Round Rock,South Congress,Townhouse,2431,2001,True,"Modern family home in South Congress, Round Rock. The home offers open-concept living area and practical floor plan, 4 bedrooms, and 2.5 bathrooms. It features a large landscaped backyard, with approximately 2431 sq ft of living space. Built in 2001, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10099,317500,3,3.0,Cedar Park,Zilker,Condo,2604,2008,False,"Updated ranch home in Zilker, Cedar Park. The home offers single-level layout with comfortable living spaces, 3 bedrooms, and 3 bathrooms. It features a covered patio for outdoor dining, with approximately 2604 sq ft of living space. Built in 2008, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10100,486250,5,3.5,Pflugerville,Mueller,Single Family,2777,2015,False,"Contemporary townhouse in Mueller, Pflugerville. The home offers clean lines, open living areas, and low-maintenance design, 5 bedrooms, and 3.5 bathrooms. It features a attached two-car garage, with approximately 2777 sq ft of living space. Built in 2015, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10101,470000,2,1.5,Georgetown,North Loop,Townhouse,2950,2022,False,"Bright corner condo in North Loop, Georgetown. The home offers large windows and an efficient open layout, 2 bedrooms, and 1.5 bathrooms. It features a private swimming pool, with approximately 2950 sq ft of living space. Built in 2022, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10102,481000,3,2.0,Leander,Hyde Park,Condo,3123,1990,False,"Renovated cottage in Hyde Park, Leander. The home offers warm interiors and a private outdoor space, 3 bedrooms, and 2 bathrooms. It features a dedicated home office, with approximately 3123 sq ft of living space. Built in 1990, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10103,492000,4,2.5,Austin,Bouldin,Single Family,1096,1997,True,"Spacious suburban home in Bouldin, Austin. The home offers generous living areas and a flexible floor plan, 4 bedrooms, and 2.5 bathrooms. It features a low-maintenance garden, with approximately 1096 sq ft of living space. Built in 1997, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10104,451250,3,3.0,Round Rock,Clarksville,Townhouse,1269,2004,True,"Modern condo in Clarksville, Round Rock. The home offers updated finishes and convenient city access, 3 bedrooms, and 3 bathrooms. It features a wooden deck overlooking the yard, with approximately 1269 sq ft of living space. Built in 2004, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10105,541000,5,3.5,Cedar Park,Westlake,Condo,1442,2011,True,"Charming bungalow in Westlake, Cedar Park. The home offers tree-lined street with an inviting front porch, 5 bedrooms, and 3.5 bathrooms. It features a private fenced backyard, with approximately 1442 sq ft of living space. Built in 2011, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10106,568750,2,1.5,Pflugerville,Cedar Park Center,Single Family,1615,2018,True,"Modern family home in Cedar Park Center, Pflugerville. The home offers open-concept living area and practical floor plan, 2 bedrooms, and 1.5 bathrooms. It features a large landscaped backyard, with approximately 1615 sq ft of living space. Built in 2018, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10107,467500,3,2.0,Georgetown,Round Rock West,Townhouse,1788,1986,False,"Updated ranch home in Round Rock West, Georgetown. The home offers single-level layout with comfortable living spaces, 3 bedrooms, and 2 bathrooms. It features a covered patio for outdoor dining, with approximately 1788 sq ft of living space. Built in 1986, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10108,431250,4,2.5,Leander,Teravista,Condo,1961,1993,False,"Contemporary townhouse in Teravista, Leander. The home offers clean lines, open living areas, and low-maintenance design, 4 bedrooms, and 2.5 bathrooms. It features a attached two-car garage, with approximately 1961 sq ft of living space. Built in 1993, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10109,665000,3,3.0,Austin,Brushy Creek,Single Family,2134,2000,False,"Bright corner condo in Brushy Creek, Austin. The home offers large windows and an efficient open layout, 3 bedrooms, and 3 bathrooms. It features a private swimming pool, with approximately 2134 sq ft of living space. Built in 2000, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10110,533750,5,3.5,Round Rock,Falcon Pointe,Townhouse,2307,2007,False,"Renovated cottage in Falcon Pointe, Round Rock. The home offers warm interiors and a private outdoor space, 5 bedrooms, and 3.5 bathrooms. It features a dedicated home office, with approximately 2307 sq ft of living space. Built in 2007, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10111,430000,2,1.5,Cedar Park,Old Town,Condo,2480,2014,True,"Spacious suburban home in Old Town, Cedar Park. The home offers generous living areas and a flexible floor plan, 2 bedrooms, and 1.5 bathrooms. It features a low-maintenance garden, with approximately 2480 sq ft of living space. Built in 2014, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10112,441000,3,2.0,Pflugerville,Sunset Valley,Single Family,2653,2021,True,"Modern condo in Sunset Valley, Pflugerville. The home offers updated finishes and convenient city access, 3 bedrooms, and 2 bathrooms. It features a wooden deck overlooking the yard, with approximately 2653 sq ft of living space. Built in 2021, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10113,452000,4,2.5,Georgetown,Lakeway,Townhouse,2826,1989,True,"Charming bungalow in Lakeway, Georgetown. The home offers tree-lined street with an inviting front porch, 4 bedrooms, and 2.5 bathrooms. It features a private fenced backyard, with approximately 2826 sq ft of living space. Built in 1989, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10114,323750,3,3.0,Leander,Leander North,Condo,2999,1996,True,"Modern family home in Leander North, Leander. The home offers open-concept living area and practical floor plan, 3 bedrooms, and 3 bathrooms. It features a large landscaped backyard, with approximately 2999 sq ft of living space. Built in 1996, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10115,557500,5,3.5,Austin,Downtown,Single Family,3172,2003,False,"Updated ranch home in Downtown, Austin. The home offers single-level layout with comfortable living spaces, 5 bedrooms, and 3.5 bathrooms. It features a covered patio for outdoor dining, with approximately 3172 sq ft of living space. Built in 2003, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10116,426250,2,1.5,Round Rock,East Austin,Townhouse,1145,2010,False,"Contemporary townhouse in East Austin, Round Rock. The home offers clean lines, open living areas, and low-maintenance design, 2 bedrooms, and 1.5 bathrooms. It features a attached two-car garage, with approximately 1145 sq ft of living space. Built in 2010, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10117,375000,3,2.0,Cedar Park,South Congress,Condo,1318,2017,False,"Bright corner condo in South Congress, Cedar Park. The home offers large windows and an efficient open layout, 3 bedrooms, and 2 bathrooms. It features a private swimming pool, with approximately 1318 sq ft of living space. Built in 2017, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10118,528000,4,2.5,Pflugerville,Zilker,Single Family,1491,1985,False,"Renovated cottage in Zilker, Pflugerville. The home offers warm interiors and a private outdoor space, 4 bedrooms, and 2.5 bathrooms. It features a dedicated home office, with approximately 1491 sq ft of living space. Built in 1985, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10119,442500,3,3.0,Georgetown,Mueller,Townhouse,1664,1992,True,"Spacious suburban home in Mueller, Georgetown. The home offers generous living areas and a flexible floor plan, 3 bedrooms, and 3 bathrooms. It features a low-maintenance garden, with approximately 1664 sq ft of living space. Built in 1992, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10120,406250,5,3.5,Leander,North Loop,Condo,1837,1999,True,"Modern condo in North Loop, Leander. The home offers updated finishes and convenient city access, 5 bedrooms, and 3.5 bathrooms. It features a wooden deck overlooking the yard, with approximately 1837 sq ft of living space. Built in 1999, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10121,465000,2,1.5,Austin,Hyde Park,Single Family,2010,2006,True,"Charming bungalow in Hyde Park, Austin. The home offers tree-lined street with an inviting front porch, 2 bedrooms, and 1.5 bathrooms. It features a private fenced backyard, with approximately 2010 sq ft of living space. Built in 2006, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10122,476000,3,2.0,Round Rock,Bouldin,Townhouse,2183,2013,True,"Modern family home in Bouldin, Round Rock. The home offers open-concept living area and practical floor plan, 3 bedrooms, and 2 bathrooms. It features a large landscaped backyard, with approximately 2183 sq ft of living space. Built in 2013, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10123,487000,4,2.5,Cedar Park,Clarksville,Condo,2356,2020,False,"Updated ranch home in Clarksville, Cedar Park. The home offers single-level layout with comfortable living spaces, 4 bedrooms, and 2.5 bathrooms. It features a covered patio for outdoor dining, with approximately 2356 sq ft of living space. Built in 2020, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10124,626250,3,3.0,Pflugerville,Westlake,Single Family,2529,1988,False,"Contemporary townhouse in Westlake, Pflugerville. The home offers clean lines, open living areas, and low-maintenance design, 3 bedrooms, and 3 bathrooms. It features a attached two-car garage, with approximately 2529 sq ft of living space. Built in 1988, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10125,525000,5,3.5,Georgetown,Cedar Park Center,Townhouse,2702,1995,False,"Bright corner condo in Cedar Park Center, Georgetown. The home offers large windows and an efficient open layout, 5 bedrooms, and 3.5 bathrooms. It features a private swimming pool, with approximately 2702 sq ft of living space. Built in 1995, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10126,298750,2,1.5,Leander,Round Rock West,Condo,2875,2002,False,"Renovated cottage in Round Rock West, Leander. The home offers warm interiors and a private outdoor space, 2 bedrooms, and 1.5 bathrooms. It features a dedicated home office, with approximately 2875 sq ft of living space. Built in 2002, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10127,532500,3,2.0,Austin,Teravista,Single Family,3048,2009,True,"Spacious suburban home in Teravista, Austin. The home offers generous living areas and a flexible floor plan, 3 bedrooms, and 2 bathrooms. It features a low-maintenance garden, with approximately 3048 sq ft of living space. Built in 2009, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10128,401250,4,2.5,Round Rock,Brushy Creek,Townhouse,3221,2016,True,"Modern condo in Brushy Creek, Round Rock. The home offers updated finishes and convenient city access, 4 bedrooms, and 2.5 bathrooms. It features a wooden deck overlooking the yard, with approximately 3221 sq ft of living space. Built in 2016, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10129,350000,3,3.0,Cedar Park,Falcon Pointe,Condo,1194,2023,True,"Charming bungalow in Falcon Pointe, Cedar Park. The home offers tree-lined street with an inviting front porch, 3 bedrooms, and 3 bathrooms. It features a private fenced backyard, with approximately 1194 sq ft of living space. Built in 2023, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10130,518750,5,3.5,Pflugerville,Old Town,Single Family,1367,1991,True,"Modern family home in Old Town, Pflugerville. The home offers open-concept living area and practical floor plan, 5 bedrooms, and 3.5 bathrooms. It features a large landscaped backyard, with approximately 1367 sq ft of living space. Built in 1991, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10131,425000,2,1.5,Georgetown,Sunset Valley,Townhouse,1540,1998,False,"Updated ranch home in Sunset Valley, Georgetown. The home offers single-level layout with comfortable living spaces, 2 bedrooms, and 1.5 bathrooms. It features a covered patio for outdoor dining, with approximately 1540 sq ft of living space. Built in 1998, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10132,436000,3,2.0,Leander,Lakeway,Condo,1713,2005,False,"Contemporary townhouse in Lakeway, Leander. The home offers clean lines, open living areas, and low-maintenance design, 3 bedrooms, and 2 bathrooms. It features a attached two-car garage, with approximately 1713 sq ft of living space. Built in 2005, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10133,447000,4,2.5,Austin,Leander North,Single Family,1886,2012,False,"Bright corner condo in Leander North, Austin. The home offers large windows and an efficient open layout, 4 bedrooms, and 2.5 bathrooms. It features a private swimming pool, with approximately 1886 sq ft of living space. Built in 2012, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10134,483750,3,3.0,Round Rock,Downtown,Townhouse,2059,2019,False,"Renovated cottage in Downtown, Round Rock. The home offers warm interiors and a private outdoor space, 3 bedrooms, and 3 bathrooms. It features a dedicated home office, with approximately 2059 sq ft of living space. Built in 2019, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10135,432500,5,3.5,Cedar Park,East Austin,Condo,2232,1987,True,"Spacious suburban home in East Austin, Cedar Park. The home offers generous living areas and a flexible floor plan, 5 bedrooms, and 3.5 bathrooms. It features a low-maintenance garden, with approximately 2232 sq ft of living space. Built in 1987, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10136,601250,2,1.5,Pflugerville,South Congress,Single Family,2405,1994,True,"Modern condo in South Congress, Pflugerville. The home offers updated finishes and convenient city access, 2 bedrooms, and 1.5 bathrooms. It features a wooden deck overlooking the yard, with approximately 2405 sq ft of living space. Built in 1994, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10137,500000,3,2.0,Georgetown,Zilker,Townhouse,2578,2001,True,"Charming bungalow in Zilker, Georgetown. The home offers tree-lined street with an inviting front porch, 3 bedrooms, and 2 bathrooms. It features a private fenced backyard, with approximately 2578 sq ft of living space. Built in 2001, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10138,463750,4,2.5,Leander,Mueller,Condo,2751,2008,True,"Modern family home in Mueller, Leander. The home offers open-concept living area and practical floor plan, 4 bedrooms, and 2.5 bathrooms. It features a large landscaped backyard, with approximately 2751 sq ft of living space. Built in 2008, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10139,697500,3,3.0,Austin,North Loop,Single Family,2924,2015,False,"Updated ranch home in North Loop, Austin. The home offers single-level layout with comfortable living spaces, 3 bedrooms, and 3 bathrooms. It features a covered patio for outdoor dining, with approximately 2924 sq ft of living space. Built in 2015, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10140,376250,5,3.5,Round Rock,Hyde Park,Townhouse,3097,2022,False,"Contemporary townhouse in Hyde Park, Round Rock. The home offers clean lines, open living areas, and low-maintenance design, 5 bedrooms, and 3.5 bathrooms. It features a attached two-car garage, with approximately 3097 sq ft of living space. Built in 2022, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10141,460000,2,1.5,Cedar Park,Bouldin,Condo,1070,1990,False,"Bright corner condo in Bouldin, Cedar Park. The home offers large windows and an efficient open layout, 2 bedrooms, and 1.5 bathrooms. It features a private swimming pool, with approximately 1070 sq ft of living space. Built in 1990, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10142,471000,3,2.0,Pflugerville,Clarksville,Single Family,1243,1997,False,"Renovated cottage in Clarksville, Pflugerville. The home offers warm interiors and a private outdoor space, 3 bedrooms, and 2 bathrooms. It features a dedicated home office, with approximately 1243 sq ft of living space. Built in 1997, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10143,482000,4,2.5,Georgetown,Westlake,Townhouse,1416,2004,True,"Spacious suburban home in Westlake, Georgetown. The home offers generous living areas and a flexible floor plan, 4 bedrooms, and 2.5 bathrooms. It features a low-maintenance garden, with approximately 1416 sq ft of living space. Built in 2004, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10144,632000,3,3.0,Leander,Cedar Park Center,Condo,1589,2011,True,"Modern condo in Cedar Park Center, Leander. The home offers updated finishes and convenient city access, 3 bedrooms, and 3 bathrooms. It features a wooden deck overlooking the yard, with approximately 1589 sq ft of living space. Built in 2011, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10145,590000,5,3.5,Austin,Round Rock West,Single Family,1762,2018,True,"Charming bungalow in Round Rock West, Austin. The home offers tree-lined street with an inviting front porch, 5 bedrooms, and 3.5 bathrooms. It features a private fenced backyard, with approximately 1762 sq ft of living space. Built in 2018, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10146,458750,2,1.5,Round Rock,Teravista,Townhouse,1935,1986,True,"Modern family home in Teravista, Round Rock. The home offers open-concept living area and practical floor plan, 2 bedrooms, and 1.5 bathrooms. It features a large landscaped backyard, with approximately 1935 sq ft of living space. Built in 1986, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10147,407500,3,2.0,Cedar Park,Brushy Creek,Condo,2108,1993,False,"Updated ranch home in Brushy Creek, Cedar Park. The home offers single-level layout with comfortable living spaces, 3 bedrooms, and 2 bathrooms. It features a covered patio for outdoor dining, with approximately 2108 sq ft of living space. Built in 1993, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10148,576250,4,2.5,Pflugerville,Falcon Pointe,Single Family,2281,2000,False,"Contemporary townhouse in Falcon Pointe, Pflugerville. The home offers clean lines, open living areas, and low-maintenance design, 4 bedrooms, and 2.5 bathrooms. It features a attached two-car garage, with approximately 2281 sq ft of living space. Built in 2000, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10149,475000,3,3.0,Georgetown,Old Town,Townhouse,2454,2007,False,"Bright corner condo in Old Town, Georgetown. The home offers large windows and an efficient open layout, 3 bedrooms, and 3 bathrooms. It features a private swimming pool, with approximately 2454 sq ft of living space. Built in 2007, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
ATX-10150,438750,5,3.5,Leander,Sunset Valley,Condo,2627,2014,False,"Renovated cottage in Sunset Valley, Leander. The home offers warm interiors and a private outdoor space, 5 bedrooms, and 3.5 bathrooms. It features a dedicated home office, with approximately 2627 sq ft of living space. Built in 2014, it is well suited for comfortable everyday living and convenient access to nearby shops, dining, parks, and local amenities."
